samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Miras_d6	79	Longeyroux-1	France	2.0728361	45.597356	880	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Prairie evergreen. Vaccinium. Presence of Salix, Betula, Pinus sylvestris.	moss	hand picking	-50	A	f			EMPD2
Miras_d7	80	Longeyroux-1	France	2.0727194	45.598211	877	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		End of the Betula zone. Return to a more evergreen meadow.	moss	hand picking	-50	A	f			EMPD2
Miras_d8	81	Longeyroux-1	France	2.0722833	45.598494	878	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Prairie peat.	moss	hand picking	-50	A	f			EMPD2
Miras_d9	82	Longeyroux-1	France	2.0762611	45.599194	872	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Dry montane. Calluna vulgaris (dense stands), Genista pilosa. Pinus silvestris.	moss	hand picking	-50	A	f			EMPD2
Miras_e1	87	Longeyroux-2	France	2.0692861	45.597742	902	A	Responsible author has checked location and assures it is correct (MZ)		open forest		Transition zone between afforestation (Picea) and the beginning of the dry heath (Calluna vulgaris, Genista pilosa).	moss	hand picking	-50	A	f			EMPD2
Miras_e2	88	Longeyroux-2	France	2.0698556	45.598167	895	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Dry heath. Presence of Sorbus aucuparia, Pinus sylvestris.	moss	hand picking	-50	A	f			EMPD2
Miras_e3	89	Longeyroux-2	France	2.0705778	45.59855	885	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Transition moor moor peat to dry and Erica tetralix and Molinia caerulea.	moss	hand picking	-50	A	f			EMPD2
Miras_e4	90	Longeyroux-2	France	2.0710556	45.598478	882	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Moor peat.	moss	hand picking	-50	A	f			EMPD2
Miras_e5	91	Longeyroux-2	France	2.0716028	45.598933	878	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Active bog. Sphagnum magellanicum, Carex pauciflora, Polytrichum strictum, Vaccinium oxycoccos. Presence of peaty moorland species: Eriophorum vaginatum, Scirpus cespitosus, Erica tetralix, Molinia caerulea. Observation of Calluna vulgaris, Vaccinium, Betula.	moss	hand picking	-50	A	f			EMPD2
Miras_f1	53	Madeleine	France	1.9990778	45.574742	809	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Sampling at the foot of a clump of Cytisus scoparius. Poaceae abundant. Quercus and Sambucus nearby.	moss	hand picking	-50	A	f			EMPD2
Miras_f2	54	Madeleine	France	1.9997972	45.573811	805	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Hygrophyle prairie. Molinia caerulea in touradons. Presence of Cirsium palustre.	moss	hand picking	-50	A	f			EMPD2
Miras_f3	55	Madeleine	France	1.9995056	45.573361	802	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Prairie evergreen. Beginning of a settlement in Pinus sylvestris.	moss	hand picking	-50	A	f			EMPD2
Miras_f4	56	Madeleine	France	1.9985833	45.572078	804	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Area relatively dry prairie. Pinus sylvestris population more abundant. Presence of Calluna vulgaris, Erica tetralix.	moss	hand picking	-50	A	f			EMPD2
Seppa_b166	175	Hemsjön	Sweden	14.58	59.13	120											f			EMPD2
Miras_f6	58	Madeleine	France	1.9877833	45.569939	816	A	Responsible author has checked location and assures it is correct (MZ)		forest undefined		Transition-evergreen pine forest and grassland wetland. Presence of Gentiana lutea, Calluna vulgaris, Potentilla erecta. Poaceae abundant.	moss	hand picking	-50	A	f			EMPD2
Miras_f7	59	Madeleine	France	1.9871056	45.568044	836	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Taking in the wetland. Presence of Sambucus.	moss	hand picking	-50	A	f			EMPD2
Miras_g1	26	Marcy	France	2.0236222	45.647794	805	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Dry montane Calluna vulgaris. Presence of Betula and Picea	moss	hand picking	-50	A	f			EMPD2
Miras_g10	35	Marcy	France	1.9880528	45.646928	804	A	Responsible author has checked location and assures it is correct (MZ)		open forest		Open area in the forest of conifers. Presence of Betula and Quercus.	moss	hand picking	-50	A	f			EMPD2
Miras_g11	36	Marcy	France	1.9859722	45.646497	783	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		End of the reforested area. Relatively open. Dry continental: strong presence of Calluna vulgaris.	moss	hand picking	-50	A	f			EMPD2
Miras_g12	37	Marcy	France	1.9848333	45.646981	778	A	Responsible author has checked location and assures it is correct (MZ)		treeless vegetation		Dry continental. Occurrence of Pinus sylvestris, Betula, Quercus.	moss	hand picking	-50	A	f			EMPD2
Miras_g14	39	Marcy	France	1.9789028	45.6477	791	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Start of raised bog in Sphagnum. Presence of Molinia caerulea, Cyperaceae, Calluna vulgaris, Betula and Pinus sylvestris.	moss	hand picking	-50	A	f			EMPD2
Miras_g2	27	Marcy	France	2.0220528	45.648136	803	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Moor peat Molinia caerulea. Presence of Calluna vulgaris. Salix.	moss	hand picking	-50	A	f			EMPD2
Miras_g3	28	Marcy	France	2.0211028	45.647911	800	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Sampling at the base of Salix.	moss	hand picking	-50	A	f			EMPD2
Miras_g4	29	Marcy	France	2.0200944	45.647747	798	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Moor peat Molinia caerulea.  Presence of Erica tetralix.	moss	hand picking	-50	A	f			EMPD2
Miras_g5	30	Marcy	France	2.0110556	45.646567	795	A	Responsible author has checked location and assures it is correct (MZ)		wetland bog		Moor peat Molinia caerulea.	moss	hand picking	-50	A	f			EMPD2
Miras_g6	31	Marcy	France	1.9985389	45.644478	806	A	Responsible author has checked location and assures it is correct (MZ)		open forest		Edge of a plantation of conifers (Picea, Pseudotsuga menziesii).	moss	hand picking	-50	A	f			EMPD2
Miras_g7	32	Marcy	France	1.9933028	45.644189	818	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		Relatively dense coniferous forests. Presence of Calluna vulgaris on the edge.	moss	hand picking	-50	A	f			EMPD2
Miras_g8	33	Marcy	France	1.9896278	45.645533	814	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		Less dense coniferous forest.	moss	hand picking	-50	A	f			EMPD2
Miras_g9	34	Marcy	France	1.9883583	45.646158	809	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		clearing in coniferous forest. Presence of Calluna vulgaris and Pteridium aquilinum. Betula.	moss	hand picking	-50	A	f			EMPD2
Miras_h1	68	MasGimel	France	2.0851333	45.6376	915	A	Responsible author has checked location and assures it is correct (MZ)		arable		Sampling near the field of Fagopyrum. Stand of Quercus along.	moss	hand picking	-50	A	f			EMPD2
Miras_h2	69	MasGimel	France	2.0850389	45.638083	915	A	Responsible author has checked location and assures it is correct (MZ)		arable		Sampling near the field of Fagopyrum. Stand of Quercus along.	moss	hand picking	-50	A	f			EMPD2
Miras_h3	70	MasGimel	France	2.0845111	45.639486	913	A	Responsible author has checked location and assures it is correct (MZ)		arable		End of the field Fagoprym.	moss	hand picking	-50	A	f			EMPD2
Miras_h4	71	MasGimel	France	2.0860361	45.639689	913	A	Responsible author has checked location and assures it is correct (MZ)		arable		Between two field of Fagopyrum and Triticum. The two fields are separated by a grassy area	moss	hand picking	-50	A	f			EMPD2
Miras_h5	72	MasGimel	France	2.0837667	45.640392	912	A	Responsible author has checked location and assures it is correct (MZ)		arable		Triticum fields.	moss	hand picking	-50	A	f			EMPD2
Miras_h6	73	MasGimel	France	2.0833972	45.641044	910	A	Responsible author has checked location and assures it is correct (MZ)		arable		Uncultivated area near the field (5 m). Dry grass. Presence of Betula along.	moss	hand picking	-50	A	f			EMPD2
Miras_i1	8	Puy du Bois	France	1.9552556	45.680564	714	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		oak grove. Presence of Quercus, Ilex aquifolium, Pinus sylvestris, Picea. The grass cover is mainly composed of Poaceae.	moss	hand picking	-50	A	f			EMPD2
Miras_i2	9	Puy du Bois	France	1.9570861	45.680281	755	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		Quercus woodland. Isolated individuals of Fagus, Sambucus. Poaceae abundant.	moss	hand picking	-50	A	f			EMPD2
Miras_i3	10	Puy du Bois	France	1.9593944	45.6802	806	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		Dense oak forest. Population growth of Picea.	moss	hand picking	-50	A	f			EMPD2
Miras_i4	11	Puy du Bois	France	1.9598083	45.680258	814	A	Responsible author has checked location and assures it is correct (MZ)		closed forest		Forest stand composed half by Quercus and the other half by Picea.	moss	hand picking	-50	A	f			EMPD2
Miras_j1	60	St Merdles Oussines	France	2.0425917	45.635242	827	A	Responsible author has checked location and assures it is correct (MZ)		open forest		Transition area reforested with Picea and dry grass. Abundance of Poaceae.	moss	hand picking	-50	A	f			EMPD2
Miras_j2	61	St Merdles Oussines	France	2.0411778	45.635189	829	A	Responsible author has checked location and assures it is correct (MZ)		pasture		Transition dry grass and fields	moss	hand picking	-50	A	f			EMPD2
Miras_j3	62	St Merdles Oussines	France	2.0405111	45.635608	836	A	Responsible author has checked location and assures it is correct (MZ)		arable		Sampling in the immediate vicinity of the field. The nearby presence of Pteridium aquilinum and some conifers.	moss	hand picking	-50	A	f			EMPD2
Miras_j4	63	St Merdles Oussines	France	2.0408639	45.634797	831	A	Responsible author has checked location and assures it is correct (MZ)		arable		Field. Nearby presence of young Fagus	moss	hand picking	-50	A	f			EMPD2
Miras_j5	64	St Merdles Oussines	France	2.0398444	45.634647	834	A	Responsible author has checked location and assures it is correct (MZ)		pasture		Dry grass. Presence of Pteridium aquilinum and a few scattered conifers.	moss	hand picking	-50	A	f			EMPD2
Miras_j6	65	St Merdles Oussines	France	2.0312833	45.634953	821	A	Responsible author has checked location and assures it is correct (MZ)		pasture		Dry grass.	moss	hand picking	-50	A	f			EMPD2
Miras_j7	66	St Merdles Oussines	France	2.0285833	45.634481	809	A	Responsible author has checked location and assures it is correct (MZ)		pasture		Grazed dry grass.	moss	hand picking	-50	A	f			EMPD2
Miras_j8	67	St Merdles Oussines	France	2.0212278	45.635247	812	A	Responsible author has checked location and assures it is correct (MZ)		pasture		Grazed dry grass.	moss	hand picking	-50	A	f			EMPD2
Mitchell_a1	1	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a10	10	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a11	11	Rough Island wood, Killarney	Ireland	-9.5333333	52.033333	17				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a12	12	Rough Island wood, Killarney	Ireland	-9.5333333	52.033333	17				closed forest		Arbutus dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a13	13	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea, Betula pubescens and Salix cinerea co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a14	14	Reenadinna wood, Killarney	Ireland	-9.5208333	52.020833	30				closed forest		Taxus baccata dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a15	15	Reenadinna wood, Killarney	Ireland	-9.5208333	52.020833	30				closed forest		Taxus baccata dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a16	16	Derrycunihy wood, Killarney	Ireland	-9.6055556	51.979167	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a17	17	Doogary wood, Killarney	Ireland	-9.5916667	51.972222	40				closed forest		Betula pubescens dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a18	18	Cromaglan wood, Killarney	Ireland	-9.5638889	51.975	110				closed forest		Quercus petraea and Ilex aquifolium co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a19	19	Cromaglan wood, Killarney	Ireland	-9.5638889	51.975	110				closed forest		Quercus petraea and Ilex aquifolium co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a2	2	Tomies wood, Killarney	Ireland	-9.5833333	52.045833	50				closed forest		Quercus petraea, Betula pubescens and Ilex aquifolium co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a20	20	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a21	21	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a22	22	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a23	23	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a24	24	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a25	25	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea, Ilex aquifolium and Arbutus co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a26	26	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a27	27	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a28	28	Reenadinna wood, Killarney	Ireland	-9.5208333	52.020833	30				closed forest		Taxus baccata and Fraxinus co-dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a29	29	Reenadinna wood, Killarney	Ireland	-9.5208333	52.020833	30				closed forest		Taxus baccata dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a3	3	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a30	30	Reenadinna wood, Killarney	Ireland	-9.5208333	52.020833	30				closed forest		Taxus baccata dominant in surrounding 20m	moss	hand picking	-35	A	f	Carboniferous Limestone		EMPD2
Mitchell_a4	4	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a5	5	Tomies wood, Killarney	Ireland	-9.5833333	52.045833	50				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a7	7	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a8	8	Derrycunihy wood, Killarney	Ireland	-9.5916667	51.972222	70				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Mitchell_a9	9	Camillan wood, Killarney	Ireland	-9.5416667	52.020833	30				closed forest		Quercus petraea dominant in surrounding 20m	moss	hand picking	-35	A	f	Devonian Old Red Sandstone		EMPD2
Naughton_a1	MD99 2331	northwestern Iberian deep sea core	Spain	-9.7	42.15	-2120				marine		regional temperate forest	sediment	gravity corer	-45	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a10	Barreiro	Lisbon estuary	Portugal	-9.1166667	38.666667	0				estuarine		regional mediterranean forest	sediment	hand picking	-40	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a2	MD04-2814 CQ	northwestern Iberian deep sea core	Portugal	-9.8666667	40.616667	-2449				marine		regional temperate forest	sediment	gravity corer	-53	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a3	Po 287-13-2G	northwestern Iberian shelf core	Portugal	-9.0166667	41.15	-81				marine		regional temperate forest	sediment	gravity corer	-49	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a4	CG11	northwestern Iberian shelf core	Portugal	-9.0666667	41.8	-107				marine		regional temperate forest	sediment	gravity corer	-49	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a5	Laquasup	northwestern Iberian shelf core	Portugal	-8.6333333	41.15	0				estuarine		regional temperate forest	sediment	hand picking	-54	A	f			EMPD2
Naughton_a6	Vir-18	Ria de Vigo core	Spain	-8.7833333	42.233333	-45				estuarine		regional temperate forest	sediment	gravity corer	-51	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a7	MD95-2042	southwestern Iberian deep sea core	Portugal	-10.166667	37.8	-3148				marine		regional mediterranean forest	sediment	gravity corer	-52	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a8	1FP8-1	southwestern Iberian deep sea core	Portugal	-9.3333333	38.016667	-980				marine		regional mediterranean forest	sediment	gravity corer	-42	A	f		Country,Precipitation,Temperature,	EMPD2
Naughton_a9	MD99-2332	southwestern Iberian deep sea core	Portugal	-9.3666667	38.55	-97				marine		regional mediterranean forest	sediment	gravity corer	-49	A	f		Country,Precipitation,Temperature,	EMPD2
Nielsen_a1	Avnso	Avnso	Denmark	11.888	55.565	69.2			4.8	lake		A mixture of deciduous forest (mixed which most Fagus and Alnus) and conifar plantations (mostly Picea)	sediment	gravity corer	-48	A	f			EMPD2
Nielsen_a2	Arreskov So	Arreskov So	Denmark	10.309	55.158	32			317	lake		Mostly open, agricultural landscape, some woodland including Alder at the lake shore.	sediment	gravity corer	-55	A	f			EMPD2
Novenko_a1	1	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625934	56.494342	258.11				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a10	10	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625958	56.497524	241.932				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a11	11	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.62596	56.497804	239.722				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a12	12	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625961	56.497964	239.322				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a13	13	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625964	56.498343	238.569				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a14	14	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625965	56.498423	242.969				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a38	38	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625985	56.500943	255.908				closed forest		Pine forest	soil	hand picking	-55	A	f			EMPD2
Seppa_b167	176	Sirsjöarna	Sweden	14.68	59.2	176											f			EMPD2
Novenko_a15	15	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625966	56.498563	247.441				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a16	16	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625968	56.498783	248.918				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a17	17	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625969	56.498963	252.274				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a18	18	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.62597	56.499023	254.663				pasture		Meadow	soil	hand picking	-55	A	f			EMPD2
Novenko_a19	19	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.62597	56.499063	255.774				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a2	2	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625936	56.494622	256.266				closed forest		Piceeta uliginoso-herbosa - This group of vegetation types is characteristically connected with Mezha river valley and its tributaries. Forest stands include Picea, Betula, Alnus glutinosa, A. incana, Salix caprea, rare Fraxinus excelsior. An understorey consists of Frangula alnus, Ribes nigrum, Viburnum opulus and often of Corylus avellana The herb layer is dense, high and rich in species (Aconitum septentrionale, Cinna latifolia, Mercurialis perennis, Aihyrium filix-femina, Dryopteris carthusiana, Poa remota, Cirsium oleraceum). In the most favorite habitats broad-leaved trees (Tilia cordata, Ulmus) take part in the forest stands and understorey.	soil	hand picking	-55	A	f			EMPD2
Novenko_a20	20	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625971	56.499163	257.929				pasture		Meadow	soil	hand picking	-55	A	f			EMPD2
Novenko_a21	21	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625971	56.499223	257.991				closed forest		Birch forest	soil	hand picking	-55	A	f			EMPD2
Novenko_a22	22	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625972	56.499343	255.138				closed forest		Birch forest	soil	hand picking	-55	A	f			EMPD2
Novenko_a23	23	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625972	56.499383	254.436				closed forest		Piceeta uliginoso-herbosa - This group of vegetation types is characteristically connected with Mezha river valley and its tributaries. Forest stands include Picea, Betula, Alnus glutinosa, A. incana, Salix caprea, rare Fraxinus excelsior. An understorey consists of Frangula alnus, Ribes nigrum, Viburnum opulus and often of Corylus avellana The herb layer is dense, high and rich in species (Aconitum septentrionale, Cinna latifolia, Mercurialis perennis, Aihyrium filix-femina, Dryopteris carthusiana, Poa remota, Cirsium oleraceum). In the most favorite habitats broad-leaved trees (Tilia cordata, Ulmus) take part in the forest stands and understorey.	soil	hand picking	-55	A	f			EMPD2
Novenko_a24	24	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625974	56.499563	252.61				closed forest		Piceeta sphagnosa - This group is characteristic of poorly drained and rather wet sites with flat relief. The stands are mainly composed of Picea spp. with an admixture of Betula.  The Sphagnum type of spruce forest has usually two layers, the sparse spruce stand and the ground layer of Sphagnum spp. (S. capillifolium, S. centrale, S. magellanicum, S. palustre and S. squarrosum). Among herbs in this type of forest Vaccinium myrtillus is common, and on small mounds Linnaea borealis and V. vitis-idaea.	soil	hand picking	-55	A	f			EMPD2
Novenko_a25	25	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625974	56.499583	252.767				closed forest		Piceeta sphagnosa - This group is characteristic of poorly drained and rather wet sites with flat relief. The stands are mainly composed of Picea spp. with an admixture of Betula.  The Sphagnum type of spruce forest has usually two layers, the sparse spruce stand and the ground layer of Sphagnum spp. (S. capillifolium, S. centrale, S. magellanicum, S. palustre and S. squarrosum). Among herbs in this type of forest Vaccinium myrtillus is common, and on small mounds Linnaea borealis and V. vitis-idaea.	soil	hand picking	-55	A	f			EMPD2
